"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT07","WT08"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-10","16.11"," 1246","0.00","0.0","0.0","63","75","52","  250","  250","38.0","49.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-11","10.29"," 0112","0.00","0.0","0.0","59","63","40","  250","  260","28.0","38.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-12","4.25"," 0925","0.00","0.0","0.0","47","70","37","  130","  110","13.0","18.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-13","4.70"," 1335","0.00","0.0","0.0","56","73","43","  240","  250","14.1","18.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-14","6.04"," 1613","0.00","0.0","0.0","61","75","50","  260","  260","18.1","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-15","11.18"," 1558","0.01","0.0","0.0","61","69","52","  270","  260","23.9","34.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-16","9.40"," 1839","0.66","0.0","0.0","58","62","49","  340","  340","23.0","25.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-17","5.37"," 0847","0.00","0.0","0.0","53","61","49","  240","  260","17.0","23.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-18","11.41"," 2201","0.00","0.0","0.0","56","70","45","  260","  250","36.0","42.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-19","16.11"," 2256","0.00","0.0","0.0","61","70","54","  250","  250","33.1","42.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-20","14.32"," 0619","0.00","0.0","0.0","58","64","48","  260","  280","32.0","40.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-21","7.16"," 1317","0.00","0.0","0.0","52","61","41","   90","  140","16.1","21.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-22","8.05"," 1451","0.00","0.0","0.0","48","63","35","  270","  260","23.9","31.1",,,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-23","9.62"," 2129","0.00","0.0","0.0","51","68","37","  260","  250","31.1","38.9",,,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-24","14.32"," 0556","0.00","0.0","0.0","53","57","43","  310","  330","30.0","38.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-25","9.62"," 1433","0.00","0.0","0.0","48","62","35","  290","  310","21.0","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-26","4.70"," 1455","0.00","0.0","0.0","48","70","30","  170","  160","12.1","14.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-27","8.95"," 1707","0.00","0.0","0.0","55","67","42","  200","  220","32.0","40.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-02-28","18.12"," 1819","0.00","0.0","0.0","56","61","44","  280","  250","33.1","44.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-01","6.49",,"0.00","0.0","0.0","45","62","34","  160","  160","17.0","21.9",,,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-02","4.47",,"0.00","0.0","0.0","53","74","36","   70","  140","10.1","12.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-03","7.61",,"0.00","0.0","0.0","59","79","39","  240","  240","25.1","31.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-04","11.41",,"0.00","0.0","0.0","65","76","49","  270","  240","31.1","40.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-05","9.40",,"0.00","0.0","0.0","58","63","45","   10","  360","23.9","28.0",,,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-06","10.96",,"0.00","0.0","0.0","53","68","37","  360","   10","21.9","25.1",,,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-07","4.92",,"0.00","0.0","0.0","54","70","40","   40","   20","10.1","14.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-08","5.82",,"0.00","0.0","0.0","60","75","49","  240","  250","15.0","19.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-09","11.41",,"0.00","0.0","0.0","67","80","55","  280","  290","25.9","35.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-10","12.08",,"0.00","0.0","0.0","69","77","56","  280","  280","23.9","33.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-11","9.40",,"0.20","0.0","0.0","60","66","47","  340","  310","19.9","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-12","5.82",,"0.00","0.0","0.0","52","65","43","  110","  100","14.1","18.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-13","7.83",,"0.00","0.0","0.0","56","72","43","  110","  110","21.9","28.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-14","8.72",,"0.00","0.0","0.0","61","75","50","  140","  150","16.1","21.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-15","21.70",,"0.00","0.0","0.0","69","78","57","  260","  260","44.1","53.9",,,,,,"    1",
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-16","7.83",,"0.00","0.0","0.0","62","71","51","  250","  250","19.9","23.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-17","12.53",,"0.00","0.0","0.0","64","74","56","  250","  250","25.1","36.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-18","21.47",,"0.00","0.0","0.0","64","72","53","  260","  280","40.0","50.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-19","8.50",,"0.00","0.0","0.0","54","66","43","  330","  330","23.0","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-20","7.61",,"0.00","0.0","0.0","58","72","44","   30","   20","17.0","19.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-21","6.93",,"0.00","0.0","0.0","62","83","46","  250","  250","19.9","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-22","6.26",,"0.00","0.0","0.0","73","88","52","  260","  260","16.1","19.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-23","12.53",,"0.00","0.0","0.0","74","87","57","  260","  260","32.0","38.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-24","13.42",,"0.01","0.0","0.0","73","84","58","  280","  290","38.9","49.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-25","17.45",,"0.00","0.0","0.0","69","83","54","  250","  230","36.0","44.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-26","13.87",,"0.00","0.0","0.0","68","70","56","  260","  250","36.0","42.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-27","9.17",,"0.00","0.0","0.0","61","69","54","  300","  300","23.0","27.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-28","12.30",,"0.00","0.0","0.0","57","70","41","  280","  260","31.1","42.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-29","7.38",,"0.00","0.0","0.0","64","77","50","  300","  300","32.0","42.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-30","5.82",,"0.00","0.0","0.0","65","83","50","  260","  260","17.0","21.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-03-31","8.05",,"0.00","0.0","0.0","69","85","54","  250","  250","21.0","25.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-01","10.29",,"0.00","0.0","0.0","73","87","59","  260","  280","25.9","36.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-02","16.11",,"0.00","0.0","0.0","72","83","59","  260","  250","35.1","40.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-03","13.42",,"0.00","0.0","0.0","74","82","60","  280","  250","30.0","40.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-04","5.14",,"0.00","0.0","0.0","63","80","46","  160","  110","15.0","19.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-05","8.50",,"0.00","0.0","0.0","70","85","54","  250","  250","23.0","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-06","14.09",,"0.00","0.0","0.0","76","86","62","  300","  240","28.0","34.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-07","14.76",,"0.00","0.0","0.0","75","88","62","  250","  270","28.0","38.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-08","16.11",,"0.00","0.0","0.0","79","89","66","  290","  280","36.9","46.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-09","8.50",,"0.00","0.0","0.0","77","85","63","  290","  300","32.0","40.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-10","5.59",,"0.00","0.0","0.0","67","84","53","   70","   70","15.0","18.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-11","11.18",,"0.00","0.0","0.0","74","94","58","  260","  270","29.1","34.0",,,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-12","23.71",,"0.00","0.0","0.0","82","90","68","  250","  230","40.9","53.0",,,,,,"    1",
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-13","25.95",,"0.00","0.0","0.0","68","73","54","  260","  290","45.0","55.0",,,,,,"    1",
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-14","8.28",,"0.00","0.0","0.0","57","70","49","  330","  330","18.1","30.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-15","4.25",,"0.00","0.0","0.0","61","80","46","  160","  140","12.1","16.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-16","10.29",,"0.00","0.0","0.0","70","89","50","  260","  280","25.9","33.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-17","21.70",,"0.00","0.0","0.0","77","87","66","  240","  260","38.0","46.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-18","9.84",,"0.00","0.0","0.0","71","82","56","  110","  100","18.1","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-19","13.42",,"0.00","0.0","0.0","70","84","57","  110","  110","28.0","35.1",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-20","18.34",,"0.00","0.0","0.0","71","78","61","  280","  270","36.0","46.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-21","9.62",,"0.00","0.0","0.0","64","78","51","  310","  310","28.0","34.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-22","5.59",,"0.00","0.0","0.0","65","77","53","  170","  170","23.0","30.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-23","3.36",,"0.00","0.0","0.0","71","88","55","  200","  220","13.0","17.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-24","5.82",,"0.00","0.0","0.0","75","93","55","   80","  180","19.9","25.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-25","10.51",,"0.00","0.0","0.0","69","75","53","   80","   90","21.9","28.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-26","5.82",,"0.00","0.0","0.0","67","88","52","   80","   80","23.9","32.0",,,,,,,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-27","8.72",,"0.00","0.0","0.0","68","76","59","   90","   70","17.0","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-28","5.59",,"0.00","0.0","0.0","70","87","57","  300","  290","25.9","38.9",,,"    1",,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-29","13.42",,"0.00","0.0","0.0","79","91","65","  260","  260","30.0","38.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-04-30","18.12",,"0.00","0.0","0.0","79","87","69","  250","  270","31.1","38.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-01","14.09",,"0.00","0.0","0.0","75","85","63","  210","  250","25.9","33.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-02","18.79",,"0.00","0.0","0.0","75","86","63","  270","  260","40.0","50.1",,,,,,"    1",
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-03","9.40",,"0.00","0.0","0.0","69","78","55","  290","  280","23.9","32.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-04","7.61",,"0.00","0.0","0.0","68","84","53","   10","   20","17.0","19.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-05","6.04",,"0.00","0.0","0.0","73","87","57","  160","  170","17.0","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-06","5.14",,"0.00","0.0","0.0","76","92","62","  130","  120","17.0","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-07","6.04",,"0.00","0.0","0.0","80","98","65","  280","  220","14.1","18.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-08","8.72",,"0.00","0.0","0.0","85","99","67","  300","  250","21.9","31.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-09","6.04",,"0.00","0.0","0.0","86","100","66","  250","  250","17.0","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-10","8.95",,"0.00","0.0","0.0","85","101","65","  270","  270","28.0","35.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-11","19.24",,"0.00","0.0","0.0","88","97","73","  250","  260","33.1","42.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-12","15.66",,"0.00","0.0","0.0","85","95","76","  250","  250","30.0","36.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-13","10.51",,"0.00","0.0","0.0","81","91","67","  250","  260","25.1","32.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-14","7.61",,"0.00","0.0","0.0","80","93","64","  250","  240","21.9","30.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-15","6.04",,"0.00","0.0","0.0","83","95","68","  250","  300","19.9","28.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-16","5.82",,"0.00","0.0","0.0","82","98","62","  290","  230","15.0","21.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-17","12.97",,"0.00","0.0","0.0","85","99","69","  260","  260","30.0","33.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-18","13.65",,"0.00","0.0","0.0","84","93","65","  260","  260","32.0","38.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-19","6.26",,"0.00","0.0","0.0","79","91","57","  260","  270","17.0","23.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-20","9.84",,"0.00","0.0","0.0","76","89","58","  130","  100","23.9","35.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-21","9.84",,"0.41","0.0","0.0","78","93","66","  180","  180","38.0","46.1",,,"    1",,"    1",,"    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-22","5.82",,"0.00","0.0","0.0","77","93","65","  220","  210","18.1","21.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-23","6.93",,"0.00","0.0","0.0","81","93","64","  110","  250","21.0","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-24","3.58",,"0.00","0.0","0.0","80","96","68","  270","  230","16.1","21.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-25","6.26",,"0.00","0.0","0.0","83","98","63","  250","  250","19.9","25.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-26","6.93",,"0.00","0.0","0.0","83","100","63","  260","  250","25.9","33.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-27","8.05",,"0.00","0.0","0.0","88","97","73","  270","  260","23.0","25.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-28","8.28",,"0.00","0.0","0.0","85","95","66","  260","  250","23.0","31.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-29","10.51",,"0.00","0.0","0.0","85","98","69","  260","  280","21.9","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-30","11.41",,"0.00","0.0","0.0","88","98","76","  260","  270","23.9","34.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-05-31","6.71",,"0.00","0.0","0.0","88","102","65","  250","  200","18.1","25.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-06-01","9.62",,"0.00","0.0","0.0","91","102","69","  250","  280","28.0","33.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-06-02","9.62",,"0.00","0.0","0.0","89","106","73","  110","  120","25.1","32.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-06-03","15.43",,"0.06","0.0","0.0","88","97","69","  260","  260","38.9","48.1",,,"    1",,,"    1",
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-06-04","6.04",,"0.00","0.0","0.0","76","99","64","  170","  270","15.0","19.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-06-05","13.87",,"0.00","0.0","0.0","90","103","77","  280","  260","38.0","46.1",,,,,,"    1","    1"
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-06-06","12.08",,"0.00","0.0","0.0","90","102","80","  270","  270","31.1","36.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-06-07","8.05",,"0.00","0.0","0.0","91","103","78","  280","  290","21.0","29.1",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-06-08","10.51",,"0.00","0.0","0.0","92","103","76","  150","  160","28.0","36.9",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-06-09","12.08",,"0.00","0.0","0.0","89","96","80","  150","  150","23.9","32.0",,,,,,,
"USW00023044","EL PASO INTERNATIONAL AIRPORT, TX US","2018-06-10","11.86",,"0.00","0.0","0.0","87","101","78","  280","  260","23.0","29.1",,,,,,,
